"lon","lat","latlon"
-76.25,47.75,"lat47.75lon-76.25"
-75.25,47.75,"lat47.75lon-75.25"
-74.25,47.75,"lat47.75lon-74.25"
-73.25,47.75,"lat47.75lon-73.25"
-71.25,47.75,"lat47.75lon-71.25"
-70.25,47.75,"lat47.75lon-70.25"
-69.25,47.75,"lat47.75lon-69.25"
-68.25,47.75,"lat47.75lon-68.25"
-66.25,47.75,"lat47.75lon-66.25"
-65.25,47.75,"lat47.75lon-65.25"
-99.25,48.75,"lat48.75lon-99.25"
-97.25,48.75,"lat48.75lon-97.25"
-96.25,48.75,"lat48.75lon-96.25"
-94.25,48.75,"lat48.75lon-94.25"
-93.25,48.75,"lat48.75lon-93.25"
-91.25,48.75,"lat48.75lon-91.25"
-90.25,48.75,"lat48.75lon-90.25"
-85.25,48.75,"lat48.75lon-85.25"
-84.25,48.75,"lat48.75lon-84.25"
-82.25,48.75,"lat48.75lon-82.25"
-81.25,48.75,"lat48.75lon-81.25"
-79.25,48.75,"lat48.75lon-79.25"
-78.25,48.75,"lat48.75lon-78.25"
-76.25,48.75,"lat48.75lon-76.25"
-75.25,48.75,"lat48.75lon-75.25"
-73.25,48.75,"lat48.75lon-73.25"
-72.25,48.75,"lat48.75lon-72.25"
-70.25,48.75,"lat48.75lon-70.25"
-67.25,48.75,"lat48.75lon-67.25"
-66.25,48.75,"lat48.75lon-66.25"
-98.25,49.75,"lat49.75lon-98.25"
-97.25,49.75,"lat49.75lon-97.25"
-95.25,49.75,"lat49.75lon-95.25"
-92.25,49.75,"lat49.75lon-92.25"
-89.25,49.75,"lat49.75lon-89.25"
-87.25,49.75,"lat49.75lon-87.25"
-86.25,49.75,"lat49.75lon-86.25"
-83.25,49.75,"lat49.75lon-83.25"
-82.25,49.75,"lat49.75lon-82.25"
-80.25,49.75,"lat49.75lon-80.25"
-77.25,49.75,"lat49.75lon-77.25"
-74.25,49.75,"lat49.75lon-74.25"
-72.25,49.75,"lat49.75lon-72.25"
-71.25,49.75,"lat49.75lon-71.25"
-68.25,49.75,"lat49.75lon-68.25"
-98.75,36.25,"lat36.25lon-98.75"
-97.75,36.25,"lat36.25lon-97.75"
-95.75,36.25,"lat36.25lon-95.75"
-92.75,36.25,"lat36.25lon-92.75"
-91.75,36.25,"lat36.25lon-91.75"
-88.75,36.25,"lat36.25lon-88.75"
-86.75,36.25,"lat36.25lon-86.75"
-85.75,36.25,"lat36.25lon-85.75"
-83.75,36.25,"lat36.25lon-83.75"
-82.75,36.25,"lat36.25lon-82.75"
-80.75,36.25,"lat36.25lon-80.75"
-77.75,36.25,"lat36.25lon-77.75"
-76.75,36.25,"lat36.25lon-76.75"
-98.75,37.25,"lat37.25lon-98.75"
-97.75,37.25,"lat37.25lon-97.75"
-95.75,37.25,"lat37.25lon-95.75"
-92.75,37.25,"lat37.25lon-92.75"
-91.75,37.25,"lat37.25lon-91.75"
-88.75,37.25,"lat37.25lon-88.75"
-86.75,37.25,"lat37.25lon-86.75"
-85.75,37.25,"lat37.25lon-85.75"
-83.75,37.25,"lat37.25lon-83.75"
-82.75,37.25,"lat37.25lon-82.75"
-80.75,37.25,"lat37.25lon-80.75"
-77.75,37.25,"lat37.25lon-77.75"
-76.75,37.25,"lat37.25lon-76.75"
-98.75,39.25,"lat39.25lon-98.75"
-97.75,39.25,"lat39.25lon-97.75"
-95.75,39.25,"lat39.25lon-95.75"
-92.75,39.25,"lat39.25lon-92.75"
-91.75,39.25,"lat39.25lon-91.75"
-88.75,39.25,"lat39.25lon-88.75"
-86.75,39.25,"lat39.25lon-86.75"
-85.75,39.25,"lat39.25lon-85.75"
-83.75,39.25,"lat39.25lon-83.75"
-82.75,39.25,"lat39.25lon-82.75"
-80.75,39.25,"lat39.25lon-80.75"
-77.75,39.25,"lat39.25lon-77.75"
-76.75,39.25,"lat39.25lon-76.75"
-98.75,42.25,"lat42.25lon-98.75"
-97.75,42.25,"lat42.25lon-97.75"
-95.75,42.25,"lat42.25lon-95.75"
-92.75,42.25,"lat42.25lon-92.75"
-91.75,42.25,"lat42.25lon-91.75"
-88.75,42.25,"lat42.25lon-88.75"
-85.75,42.25,"lat42.25lon-85.75"
-83.75,42.25,"lat42.25lon-83.75"
-77.75,42.25,"lat42.25lon-77.75"
-76.75,42.25,"lat42.25lon-76.75"
-73.75,42.25,"lat42.25lon-73.75"
-71.75,42.25,"lat42.25lon-71.75"
-70.75,42.25,"lat42.25lon-70.75"
-98.75,43.25,"lat43.25lon-98.75"
-97.75,43.25,"lat43.25lon-97.75"
-95.75,43.25,"lat43.25lon-95.75"
-92.75,43.25,"lat43.25lon-92.75"
-91.75,43.25,"lat43.25lon-91.75"
-88.75,43.25,"lat43.25lon-88.75"
-85.75,43.25,"lat43.25lon-85.75"
-83.75,43.25,"lat43.25lon-83.75"
-82.75,43.25,"lat43.25lon-82.75"
-80.75,43.25,"lat43.25lon-80.75"
-77.75,43.25,"lat43.25lon-77.75"
-76.75,43.25,"lat43.25lon-76.75"
-73.75,43.25,"lat43.25lon-73.75"
-71.75,43.25,"lat43.25lon-71.75"
-70.75,43.25,"lat43.25lon-70.75"
-98.75,46.25,"lat46.25lon-98.75"
-97.75,46.25,"lat46.25lon-97.75"
-95.75,46.25,"lat46.25lon-95.75"
-92.75,46.25,"lat46.25lon-92.75"
-91.75,46.25,"lat46.25lon-91.75"
-88.75,46.25,"lat46.25lon-88.75"
-86.75,46.25,"lat46.25lon-86.75"
-77.75,46.25,"lat46.25lon-77.75"
-76.75,46.25,"lat46.25lon-76.75"
-73.75,46.25,"lat46.25lon-73.75"
-71.75,46.25,"lat46.25lon-71.75"
-70.75,46.25,"lat46.25lon-70.75"
-68.75,46.25,"lat46.25lon-68.75"
-67.75,46.25,"lat46.25lon-67.75"
-65.75,46.25,"lat46.25lon-65.75"
-62.75,46.25,"lat46.25lon-62.75"
-61.25,46.25,"lat46.25lon-61.25"
-60.75,46.25,"lat46.25lon-60.75"
-60.25,46.25,"lat46.25lon-60.25"
-98.75,48.25,"lat48.25lon-98.75"
-97.75,48.25,"lat48.25lon-97.75"
-95.75,48.25,"lat48.25lon-95.75"
-92.75,48.25,"lat48.25lon-92.75"
-91.75,48.25,"lat48.25lon-91.75"
-83.75,48.25,"lat48.25lon-83.75"
-82.75,48.25,"lat48.25lon-82.75"
-80.75,48.25,"lat48.25lon-80.75"
-77.75,48.25,"lat48.25lon-77.75"
-76.75,48.25,"lat48.25lon-76.75"
-73.75,48.25,"lat48.25lon-73.75"
-71.75,48.25,"lat48.25lon-71.75"
-70.75,48.25,"lat48.25lon-70.75"
-68.75,48.25,"lat48.25lon-68.75"
-67.75,48.25,"lat48.25lon-67.75"
-65.75,48.25,"lat48.25lon-65.75"
-98.75,49.25,"lat49.25lon-98.75"
-97.75,49.25,"lat49.25lon-97.75"
-95.75,49.25,"lat49.25lon-95.75"
-92.75,49.25,"lat49.25lon-92.75"
-91.75,49.25,"lat49.25lon-91.75"
-88.75,49.25,"lat49.25lon-88.75"
-86.75,49.25,"lat49.25lon-86.75"
-85.75,49.25,"lat49.25lon-85.75"
-83.75,49.25,"lat49.25lon-83.75"
-82.75,49.25,"lat49.25lon-82.75"
-80.75,49.25,"lat49.25lon-80.75"
-77.75,49.25,"lat49.25lon-77.75"
-76.75,49.25,"lat49.25lon-76.75"
-73.75,49.25,"lat49.25lon-73.75"
-71.75,49.25,"lat49.25lon-71.75"
-70.75,49.25,"lat49.25lon-70.75"
-67.75,49.25,"lat49.25lon-67.75"
-65.75,49.25,"lat49.25lon-65.75"
-99.25,35.25,"lat35.25lon-99.25"
-98.75,35.25,"lat35.25lon-98.75"
-97.75,35.25,"lat35.25lon-97.75"
-96.25,35.25,"lat35.25lon-96.25"
-95.75,35.25,"lat35.25lon-95.75"
-94.25,35.25,"lat35.25lon-94.25"
-93.25,35.25,"lat35.25lon-93.25"
-92.75,35.25,"lat35.25lon-92.75"
-91.75,35.25,"lat35.25lon-91.75"
-91.25,35.25,"lat35.25lon-91.25"
-90.25,35.25,"lat35.25lon-90.25"
-88.75,35.25,"lat35.25lon-88.75"
-88.25,35.25,"lat35.25lon-88.25"
-86.75,35.25,"lat35.25lon-86.75"
-85.75,35.25,"lat35.25lon-85.75"
-85.25,35.25,"lat35.25lon-85.25"
-84.25,35.25,"lat35.25lon-84.25"
-83.75,35.25,"lat35.25lon-83.75"
-82.75,35.25,"lat35.25lon-82.75"
-81.25,35.25,"lat35.25lon-81.25"
-80.75,35.25,"lat35.25lon-80.75"
-79.25,35.25,"lat35.25lon-79.25"
-78.25,35.25,"lat35.25lon-78.25"
-77.75,35.25,"lat35.25lon-77.75"
-76.75,35.25,"lat35.25lon-76.75"
-99.75,35.75,"lat35.75lon-99.75"
-98.75,35.75,"lat35.75lon-98.75"
-97.75,35.75,"lat35.75lon-97.75"
-96.75,35.75,"lat35.75lon-96.75"
-95.75,35.75,"lat35.75lon-95.75"
-94.75,35.75,"lat35.75lon-94.75"
-93.75,35.75,"lat35.75lon-93.75"
-92.75,35.75,"lat35.75lon-92.75"
-91.75,35.75,"lat35.75lon-91.75"
-90.75,35.75,"lat35.75lon-90.75"
-89.75,35.75,"lat35.75lon-89.75"
-88.75,35.75,"lat35.75lon-88.75"
-87.75,35.75,"lat35.75lon-87.75"
-86.75,35.75,"lat35.75lon-86.75"
-85.75,35.75,"lat35.75lon-85.75"
-84.75,35.75,"lat35.75lon-84.75"
-83.75,35.75,"lat35.75lon-83.75"
-82.75,35.75,"lat35.75lon-82.75"
-81.75,35.75,"lat35.75lon-81.75"
-80.75,35.75,"lat35.75lon-80.75"
-79.75,35.75,"lat35.75lon-79.75"
-78.75,35.75,"lat35.75lon-78.75"
-77.75,35.75,"lat35.75lon-77.75"
-76.75,35.75,"lat35.75lon-76.75"
-99.75,36.25,"lat36.25lon-99.75"
-99.25,36.25,"lat36.25lon-99.25"
-98.25,36.25,"lat36.25lon-98.25"
-97.25,36.25,"lat36.25lon-97.25"
-96.75,36.25,"lat36.25lon-96.75"
-96.25,36.25,"lat36.25lon-96.25"
-95.25,36.25,"lat36.25lon-95.25"
-94.75,36.25,"lat36.25lon-94.75"
-94.25,36.25,"lat36.25lon-94.25"
-93.75,36.25,"lat36.25lon-93.75"
-93.25,36.25,"lat36.25lon-93.25"
-92.25,36.25,"lat36.25lon-92.25"
-91.25,36.25,"lat36.25lon-91.25"
-90.75,36.25,"lat36.25lon-90.75"
-90.25,36.25,"lat36.25lon-90.25"
-89.75,36.25,"lat36.25lon-89.75"
-89.25,36.25,"lat36.25lon-89.25"
-88.25,36.25,"lat36.25lon-88.25"
-87.75,36.25,"lat36.25lon-87.75"
-87.25,36.25,"lat36.25lon-87.25"
-86.25,36.25,"lat36.25lon-86.25"
-85.25,36.25,"lat36.25lon-85.25"
-84.75,36.25,"lat36.25lon-84.75"
-84.25,36.25,"lat36.25lon-84.25"
-83.25,36.25,"lat36.25lon-83.25"
-82.25,36.25,"lat36.25lon-82.25"
-81.75,36.25,"lat36.25lon-81.75"
-81.25,36.25,"lat36.25lon-81.25"
-80.25,36.25,"lat36.25lon-80.25"
-79.75,36.25,"lat36.25lon-79.75"
-79.25,36.25,"lat36.25lon-79.25"
-78.75,36.25,"lat36.25lon-78.75"
-78.25,36.25,"lat36.25lon-78.25"
-77.25,36.25,"lat36.25lon-77.25"
-76.25,36.25,"lat36.25lon-76.25"
-98.75,36.75,"lat36.75lon-98.75"
-97.75,36.75,"lat36.75lon-97.75"
-95.75,36.75,"lat36.75lon-95.75"
-94.75,36.75,"lat36.75lon-94.75"
-92.75,36.75,"lat36.75lon-92.75"
-91.75,36.75,"lat36.75lon-91.75"
-89.75,36.75,"lat36.75lon-89.75"
-88.75,36.75,"lat36.75lon-88.75"
-86.75,36.75,"lat36.75lon-86.75"
-85.75,36.75,"lat36.75lon-85.75"
-83.75,36.75,"lat36.75lon-83.75"
-82.75,36.75,"lat36.75lon-82.75"
-80.75,36.75,"lat36.75lon-80.75"
-79.75,36.75,"lat36.75lon-79.75"
-77.75,36.75,"lat36.75lon-77.75"
-76.75,36.75,"lat36.75lon-76.75"
-99.75,37.25,"lat37.25lon-99.75"
-99.25,37.25,"lat37.25lon-99.25"
-98.25,37.25,"lat37.25lon-98.25"
-97.25,37.25,"lat37.25lon-97.25"
-96.75,37.25,"lat37.25lon-96.75"
-96.25,37.25,"lat37.25lon-96.25"
-95.25,37.25,"lat37.25lon-95.25"
-94.75,37.25,"lat37.25lon-94.75"
-94.25,37.25,"lat37.25lon-94.25"
-93.75,37.25,"lat37.25lon-93.75"
-93.25,37.25,"lat37.25lon-93.25"
-92.25,37.25,"lat37.25lon-92.25"
-91.25,37.25,"lat37.25lon-91.25"
-90.75,37.25,"lat37.25lon-90.75"
-90.25,37.25,"lat37.25lon-90.25"
-89.75,37.25,"lat37.25lon-89.75"
-89.25,37.25,"lat37.25lon-89.25"
-88.25,37.25,"lat37.25lon-88.25"
-87.75,37.25,"lat37.25lon-87.75"
-87.25,37.25,"lat37.25lon-87.25"
-86.25,37.25,"lat37.25lon-86.25"
-85.25,37.25,"lat37.25lon-85.25"
-84.75,37.25,"lat37.25lon-84.75"
-84.25,37.25,"lat37.25lon-84.25"
-83.25,37.25,"lat37.25lon-83.25"
-82.25,37.25,"lat37.25lon-82.25"
-81.75,37.25,"lat37.25lon-81.75"
-81.25,37.25,"lat37.25lon-81.25"
-80.25,37.25,"lat37.25lon-80.25"
-79.75,37.25,"lat37.25lon-79.75"
-79.25,37.25,"lat37.25lon-79.25"
-78.75,37.25,"lat37.25lon-78.75"
-78.25,37.25,"lat37.25lon-78.25"
-77.25,37.25,"lat37.25lon-77.25"
-98.75,37.75,"lat37.75lon-98.75"
-97.75,37.75,"lat37.75lon-97.75"
-96.75,37.75,"lat37.75lon-96.75"
-95.75,37.75,"lat37.75lon-95.75"
-93.75,37.75,"lat37.75lon-93.75"
-92.75,37.75,"lat37.75lon-92.75"
-91.75,37.75,"lat37.75lon-91.75"
-90.75,37.75,"lat37.75lon-90.75"
-88.75,37.75,"lat37.75lon-88.75"
-87.75,37.75,"lat37.75lon-87.75"
-86.75,37.75,"lat37.75lon-86.75"
-85.75,37.75,"lat37.75lon-85.75"
-83.75,37.75,"lat37.75lon-83.75"
-82.75,37.75,"lat37.75lon-82.75"
-81.75,37.75,"lat37.75lon-81.75"
-80.75,37.75,"lat37.75lon-80.75"
-78.75,37.75,"lat37.75lon-78.75"
-77.75,37.75,"lat37.75lon-77.75"
-76.75,37.75,"lat37.75lon-76.75"
-99.25,38.25,"lat38.25lon-99.25"
-98.75,38.25,"lat38.25lon-98.75"
-97.75,38.25,"lat38.25lon-97.75"
-97.25,38.25,"lat38.25lon-97.25"
-96.25,38.25,"lat38.25lon-96.25"
-95.75,38.25,"lat38.25lon-95.75"
-94.75,38.25,"lat38.25lon-94.75"
-94.25,38.25,"lat38.25lon-94.25"
-93.25,38.25,"lat38.25lon-93.25"
-92.75,38.25,"lat38.25lon-92.75"
-91.75,38.25,"lat38.25lon-91.75"
-91.25,38.25,"lat38.25lon-91.25"
-90.25,38.25,"lat38.25lon-90.25"
-89.75,38.25,"lat38.25lon-89.75"
-88.75,38.25,"lat38.25lon-88.75"
-88.25,38.25,"lat38.25lon-88.25"
-87.25,38.25,"lat38.25lon-87.25"
-86.75,38.25,"lat38.25lon-86.75"
-85.75,38.25,"lat38.25lon-85.75"
-85.25,38.25,"lat38.25lon-85.25"
-84.25,38.25,"lat38.25lon-84.25"
-83.75,38.25,"lat38.25lon-83.75"
-82.75,38.25,"lat38.25lon-82.75"
-82.25,38.25,"lat38.25lon-82.25"
-81.25,38.25,"lat38.25lon-81.25"
-80.75,38.25,"lat38.25lon-80.75"
-79.75,38.25,"lat38.25lon-79.75"
-79.25,38.25,"lat38.25lon-79.25"
-78.25,38.25,"lat38.25lon-78.25"
-77.75,38.25,"lat38.25lon-77.75"
-76.75,38.25,"lat38.25lon-76.75"
-99.75,38.75,"lat38.75lon-99.75"
-98.75,38.75,"lat38.75lon-98.75"
-97.75,38.75,"lat38.75lon-97.75"
-96.75,38.75,"lat38.75lon-96.75"
-95.75,38.75,"lat38.75lon-95.75"
-94.75,38.75,"lat38.75lon-94.75"
-93.75,38.75,"lat38.75lon-93.75"
-92.75,38.75,"lat38.75lon-92.75"
-91.75,38.75,"lat38.75lon-91.75"
-90.75,38.75,"lat38.75lon-90.75"
-89.75,38.75,"lat38.75lon-89.75"
-88.75,38.75,"lat38.75lon-88.75"
-87.75,38.75,"lat38.75lon-87.75"
-86.75,38.75,"lat38.75lon-86.75"
-85.75,38.75,"lat38.75lon-85.75"
-84.75,38.75,"lat38.75lon-84.75"
-83.75,38.75,"lat38.75lon-83.75"
-82.75,38.75,"lat38.75lon-82.75"
-81.75,38.75,"lat38.75lon-81.75"
-80.75,38.75,"lat38.75lon-80.75"
-79.75,38.75,"lat38.75lon-79.75"
-78.75,38.75,"lat38.75lon-78.75"
-77.75,38.75,"lat38.75lon-77.75"
-76.75,38.75,"lat38.75lon-76.75"
-75.75,38.75,"lat38.75lon-75.75"
-99.75,39.25,"lat39.25lon-99.75"
-99.25,39.25,"lat39.25lon-99.25"
-98.25,39.25,"lat39.25lon-98.25"
-97.25,39.25,"lat39.25lon-97.25"
-96.75,39.25,"lat39.25lon-96.75"
-96.25,39.25,"lat39.25lon-96.25"
-95.25,39.25,"lat39.25lon-95.25"
-94.75,39.25,"lat39.25lon-94.75"
-94.25,39.25,"lat39.25lon-94.25"
-93.75,39.25,"lat39.25lon-93.75"
-93.25,39.25,"lat39.25lon-93.25"
-92.25,39.25,"lat39.25lon-92.25"
-91.25,39.25,"lat39.25lon-91.25"
-90.75,39.25,"lat39.25lon-90.75"
-90.25,39.25,"lat39.25lon-90.25"
-89.75,39.25,"lat39.25lon-89.75"
-89.25,39.25,"lat39.25lon-89.25"
-88.25,39.25,"lat39.25lon-88.25"
-87.75,39.25,"lat39.25lon-87.75"
-87.25,39.25,"lat39.25lon-87.25"
-86.25,39.25,"lat39.25lon-86.25"
-85.25,39.25,"lat39.25lon-85.25"
-84.75,39.25,"lat39.25lon-84.75"
-84.25,39.25,"lat39.25lon-84.25"
-83.25,39.25,"lat39.25lon-83.25"
-82.25,39.25,"lat39.25lon-82.25"
-81.75,39.25,"lat39.25lon-81.75"
-81.25,39.25,"lat39.25lon-81.25"
-80.25,39.25,"lat39.25lon-80.25"
-79.75,39.25,"lat39.25lon-79.75"
-79.25,39.25,"lat39.25lon-79.25"
-78.75,39.25,"lat39.25lon-78.75"
-78.25,39.25,"lat39.25lon-78.25"
-77.25,39.25,"lat39.25lon-77.25"
-76.25,39.25,"lat39.25lon-76.25"
-75.75,39.25,"lat39.25lon-75.75"
-75.25,39.25,"lat39.25lon-75.25"
-98.75,39.75,"lat39.75lon-98.75"
-97.75,39.75,"lat39.75lon-97.75"
-95.75,39.75,"lat39.75lon-95.75"
-94.75,39.75,"lat39.75lon-94.75"
-92.75,39.75,"lat39.75lon-92.75"
-91.75,39.75,"lat39.75lon-91.75"
-89.75,39.75,"lat39.75lon-89.75"
-88.75,39.75,"lat39.75lon-88.75"
-86.75,39.75,"lat39.75lon-86.75"
-85.75,39.75,"lat39.75lon-85.75"
-83.75,39.75,"lat39.75lon-83.75"
-82.75,39.75,"lat39.75lon-82.75"
-80.75,39.75,"lat39.75lon-80.75"
-79.75,39.75,"lat39.75lon-79.75"
-77.75,39.75,"lat39.75lon-77.75"
-76.75,39.75,"lat39.75lon-76.75"
-74.75,39.75,"lat39.75lon-74.75"
-99.25,40.25,"lat40.25lon-99.25"
-98.75,40.25,"lat40.25lon-98.75"
-98.25,40.25,"lat40.25lon-98.25"
-97.75,40.25,"lat40.25lon-97.75"
-96.75,40.25,"lat40.25lon-96.75"
-96.25,40.25,"lat40.25lon-96.25"
-95.75,40.25,"lat40.25lon-95.75"
-95.25,40.25,"lat40.25lon-95.25"
-94.25,40.25,"lat40.25lon-94.25"
-93.75,40.25,"lat40.25lon-93.75"
-93.25,40.25,"lat40.25lon-93.25"
-92.75,40.25,"lat40.25lon-92.75"
-91.75,40.25,"lat40.25lon-91.75"
-91.25,40.25,"lat40.25lon-91.25"
-90.75,40.25,"lat40.25lon-90.75"
-90.25,40.25,"lat40.25lon-90.25"
-89.25,40.25,"lat40.25lon-89.25"
-88.75,40.25,"lat40.25lon-88.75"
-88.25,40.25,"lat40.25lon-88.25"
-87.75,40.25,"lat40.25lon-87.75"
-86.75,40.25,"lat40.25lon-86.75"
-86.25,40.25,"lat40.25lon-86.25"
-85.75,40.25,"lat40.25lon-85.75"
-85.25,40.25,"lat40.25lon-85.25"
-84.25,40.25,"lat40.25lon-84.25"
-83.75,40.25,"lat40.25lon-83.75"
-83.25,40.25,"lat40.25lon-83.25"
-82.75,40.25,"lat40.25lon-82.75"
-81.75,40.25,"lat40.25lon-81.75"
-81.25,40.25,"lat40.25lon-81.25"
-80.75,40.25,"lat40.25lon-80.75"
-80.25,40.25,"lat40.25lon-80.25"
-79.25,40.25,"lat40.25lon-79.25"
-78.75,40.25,"lat40.25lon-78.75"
-78.25,40.25,"lat40.25lon-78.25"
-77.75,40.25,"lat40.25lon-77.75"
-76.75,40.25,"lat40.25lon-76.75"
-76.25,40.25,"lat40.25lon-76.25"
-75.75,40.25,"lat40.25lon-75.75"
-75.25,40.25,"lat40.25lon-75.25"
-74.25,40.25,"lat40.25lon-74.25"
-99.75,40.75,"lat40.75lon-99.75"
-98.75,40.75,"lat40.75lon-98.75"
-97.75,40.75,"lat40.75lon-97.75"
-96.75,40.75,"lat40.75lon-96.75"
-95.75,40.75,"lat40.75lon-95.75"
-94.75,40.75,"lat40.75lon-94.75"
-93.75,40.75,"lat40.75lon-93.75"
-92.75,40.75,"lat40.75lon-92.75"
-91.75,40.75,"lat40.75lon-91.75"
-90.75,40.75,"lat40.75lon-90.75"
-89.75,40.75,"lat40.75lon-89.75"
-88.75,40.75,"lat40.75lon-88.75"
-87.75,40.75,"lat40.75lon-87.75"
-86.75,40.75,"lat40.75lon-86.75"
-85.75,40.75,"lat40.75lon-85.75"
-84.75,40.75,"lat40.75lon-84.75"
-83.75,40.75,"lat40.75lon-83.75"
-82.75,40.75,"lat40.75lon-82.75"
-81.75,40.75,"lat40.75lon-81.75"
-80.75,40.75,"lat40.75lon-80.75"
-79.75,40.75,"lat40.75lon-79.75"
-78.75,40.75,"lat40.75lon-78.75"
-77.75,40.75,"lat40.75lon-77.75"
-76.75,40.75,"lat40.75lon-76.75"
-75.75,40.75,"lat40.75lon-75.75"
-74.75,40.75,"lat40.75lon-74.75"
-99.25,41.25,"lat41.25lon-99.25"
-98.75,41.25,"lat41.25lon-98.75"
-97.75,41.25,"lat41.25lon-97.75"
-97.25,41.25,"lat41.25lon-97.25"
-96.25,41.25,"lat41.25lon-96.25"
-95.75,41.25,"lat41.25lon-95.75"
-94.75,41.25,"lat41.25lon-94.75"
-94.25,41.25,"lat41.25lon-94.25"
-93.25,41.25,"lat41.25lon-93.25"
-92.75,41.25,"lat41.25lon-92.75"
-91.75,41.25,"lat41.25lon-91.75"
-91.25,41.25,"lat41.25lon-91.25"
-90.25,41.25,"lat41.25lon-90.25"
-89.75,41.25,"lat41.25lon-89.75"
-88.75,41.25,"lat41.25lon-88.75"
-88.25,41.25,"lat41.25lon-88.25"
-87.25,41.25,"lat41.25lon-87.25"
-86.75,41.25,"lat41.25lon-86.75"
-85.75,41.25,"lat41.25lon-85.75"
-85.25,41.25,"lat41.25lon-85.25"
-84.25,41.25,"lat41.25lon-84.25"
-83.75,41.25,"lat41.25lon-83.75"
-82.75,41.25,"lat41.25lon-82.75"
-82.25,41.25,"lat41.25lon-82.25"
-81.25,41.25,"lat41.25lon-81.25"
-80.75,41.25,"lat41.25lon-80.75"
-79.75,41.25,"lat41.25lon-79.75"
-79.25,41.25,"lat41.25lon-79.25"
-78.25,41.25,"lat41.25lon-78.25"
-77.75,41.25,"lat41.25lon-77.75"
-76.75,41.25,"lat41.25lon-76.75"
-76.25,41.25,"lat41.25lon-76.25"
-75.25,41.25,"lat41.25lon-75.25"
-74.75,41.25,"lat41.25lon-74.75"
-73.75,41.25,"lat41.25lon-73.75"
-73.25,41.25,"lat41.25lon-73.25"
-99.75,41.75,"lat41.75lon-99.75"
-98.75,41.75,"lat41.75lon-98.75"
-97.75,41.75,"lat41.75lon-97.75"
-96.75,41.75,"lat41.75lon-96.75"
-95.75,41.75,"lat41.75lon-95.75"
-94.75,41.75,"lat41.75lon-94.75"
-93.75,41.75,"lat41.75lon-93.75"
-92.75,41.75,"lat41.75lon-92.75"
-91.75,41.75,"lat41.75lon-91.75"
-90.75,41.75,"lat41.75lon-90.75"
-89.75,41.75,"lat41.75lon-89.75"
-88.75,41.75,"lat41.75lon-88.75"
