"lon","lat","latlon"
-87.75,41.75,"lat41.75lon-87.75"
-86.75,41.75,"lat41.75lon-86.75"
-85.75,41.75,"lat41.75lon-85.75"
-84.75,41.75,"lat41.75lon-84.75"
-83.75,41.75,"lat41.75lon-83.75"
-80.75,41.75,"lat41.75lon-80.75"
-79.75,41.75,"lat41.75lon-79.75"
-78.75,41.75,"lat41.75lon-78.75"
-77.75,41.75,"lat41.75lon-77.75"
-76.75,41.75,"lat41.75lon-76.75"
-75.75,41.75,"lat41.75lon-75.75"
-74.75,41.75,"lat41.75lon-74.75"
-73.75,41.75,"lat41.75lon-73.75"
-72.75,41.75,"lat41.75lon-72.75"
-71.75,41.75,"lat41.75lon-71.75"
-99.75,42.25,"lat42.25lon-99.75"
-99.25,42.25,"lat42.25lon-99.25"
-98.25,42.25,"lat42.25lon-98.25"
-97.25,42.25,"lat42.25lon-97.25"
-96.75,42.25,"lat42.25lon-96.75"
-96.25,42.25,"lat42.25lon-96.25"
-95.25,42.25,"lat42.25lon-95.25"
-94.75,42.25,"lat42.25lon-94.75"
-94.25,42.25,"lat42.25lon-94.25"
-93.75,42.25,"lat42.25lon-93.75"
-93.25,42.25,"lat42.25lon-93.25"
-92.25,42.25,"lat42.25lon-92.25"
-91.25,42.25,"lat42.25lon-91.25"
-90.75,42.25,"lat42.25lon-90.75"
-90.25,42.25,"lat42.25lon-90.25"
-89.75,42.25,"lat42.25lon-89.75"
-89.25,42.25,"lat42.25lon-89.25"
-88.25,42.25,"lat42.25lon-88.25"
-87.75,42.25,"lat42.25lon-87.75"
-86.25,42.25,"lat42.25lon-86.25"
-85.25,42.25,"lat42.25lon-85.25"
-84.75,42.25,"lat42.25lon-84.75"
-84.25,42.25,"lat42.25lon-84.25"
-83.25,42.25,"lat42.25lon-83.25"
-79.75,42.25,"lat42.25lon-79.75"
-79.25,42.25,"lat42.25lon-79.25"
-78.75,42.25,"lat42.25lon-78.75"
-78.25,42.25,"lat42.25lon-78.25"
-77.25,42.25,"lat42.25lon-77.25"
-76.25,42.25,"lat42.25lon-76.25"
-75.75,42.25,"lat42.25lon-75.75"
-75.25,42.25,"lat42.25lon-75.25"
-74.75,42.25,"lat42.25lon-74.75"
-74.25,42.25,"lat42.25lon-74.25"
-73.25,42.25,"lat42.25lon-73.25"
-72.75,42.25,"lat42.25lon-72.75"
-72.25,42.25,"lat42.25lon-72.25"
-71.25,42.25,"lat42.25lon-71.25"
-98.75,42.75,"lat42.75lon-98.75"
-97.75,42.75,"lat42.75lon-97.75"
-95.75,42.75,"lat42.75lon-95.75"
-92.75,42.75,"lat42.75lon-92.75"
-91.75,42.75,"lat42.75lon-91.75"
-88.75,42.75,"lat42.75lon-88.75"
-85.75,42.75,"lat42.75lon-85.75"
-83.75,42.75,"lat42.75lon-83.75"
-82.75,42.75,"lat42.75lon-82.75"
-77.75,42.75,"lat42.75lon-77.75"
-76.75,42.75,"lat42.75lon-76.75"
-73.75,42.75,"lat42.75lon-73.75"
-71.75,42.75,"lat42.75lon-71.75"
-70.75,42.75,"lat42.75lon-70.75"
-99.75,43.25,"lat43.25lon-99.75"
-99.25,43.25,"lat43.25lon-99.25"
-98.25,43.25,"lat43.25lon-98.25"
-97.25,43.25,"lat43.25lon-97.25"
-96.75,43.25,"lat43.25lon-96.75"
-96.25,43.25,"lat43.25lon-96.25"
-95.25,43.25,"lat43.25lon-95.25"
-94.75,43.25,"lat43.25lon-94.75"
-94.25,43.25,"lat43.25lon-94.25"
-93.75,43.25,"lat43.25lon-93.75"
-93.25,43.25,"lat43.25lon-93.25"
-92.25,43.25,"lat43.25lon-92.25"
-91.25,43.25,"lat43.25lon-91.25"
-90.75,43.25,"lat43.25lon-90.75"
-90.25,43.25,"lat43.25lon-90.25"
-89.75,43.25,"lat43.25lon-89.75"
-89.25,43.25,"lat43.25lon-89.25"
-88.25,43.25,"lat43.25lon-88.25"
-86.25,43.25,"lat43.25lon-86.25"
-85.25,43.25,"lat43.25lon-85.25"
-84.75,43.25,"lat43.25lon-84.75"
-84.25,43.25,"lat43.25lon-84.25"
-83.25,43.25,"lat43.25lon-83.25"
-81.75,43.25,"lat43.25lon-81.75"
-81.25,43.25,"lat43.25lon-81.25"
-80.25,43.25,"lat43.25lon-80.25"
-79.25,43.25,"lat43.25lon-79.25"
-78.75,43.25,"lat43.25lon-78.75"
-78.25,43.25,"lat43.25lon-78.25"
-77.25,43.25,"lat43.25lon-77.25"
-76.25,43.25,"lat43.25lon-76.25"
-75.75,43.25,"lat43.25lon-75.75"
-75.25,43.25,"lat43.25lon-75.25"
-74.75,43.25,"lat43.25lon-74.75"
-74.25,43.25,"lat43.25lon-74.25"
-73.25,43.25,"lat43.25lon-73.25"
-72.75,43.25,"lat43.25lon-72.75"
-72.25,43.25,"lat43.25lon-72.25"
-71.25,43.25,"lat43.25lon-71.25"
-99.75,43.75,"lat43.75lon-99.75"
-98.75,43.75,"lat43.75lon-98.75"
-97.75,43.75,"lat43.75lon-97.75"
-96.75,43.75,"lat43.75lon-96.75"
-95.75,43.75,"lat43.75lon-95.75"
-94.75,43.75,"lat43.75lon-94.75"
-93.75,43.75,"lat43.75lon-93.75"
-92.75,43.75,"lat43.75lon-92.75"
-91.75,43.75,"lat43.75lon-91.75"
-90.75,43.75,"lat43.75lon-90.75"
-89.75,43.75,"lat43.75lon-89.75"
-88.75,43.75,"lat43.75lon-88.75"
-85.75,43.75,"lat43.75lon-85.75"
-84.75,43.75,"lat43.75lon-84.75"
-83.75,43.75,"lat43.75lon-83.75"
-81.75,43.75,"lat43.75lon-81.75"
-80.75,43.75,"lat43.75lon-80.75"
-79.75,43.75,"lat43.75lon-79.75"
-75.75,43.75,"lat43.75lon-75.75"
-74.75,43.75,"lat43.75lon-74.75"
-73.75,43.75,"lat43.75lon-73.75"
-72.75,43.75,"lat43.75lon-72.75"
-71.75,43.75,"lat43.75lon-71.75"
-70.75,43.75,"lat43.75lon-70.75"
-99.25,44.25,"lat44.25lon-99.25"
-98.75,44.25,"lat44.25lon-98.75"
-97.75,44.25,"lat44.25lon-97.75"
-97.25,44.25,"lat44.25lon-97.25"
-96.25,44.25,"lat44.25lon-96.25"
-95.75,44.25,"lat44.25lon-95.75"
-94.75,44.25,"lat44.25lon-94.75"
-94.25,44.25,"lat44.25lon-94.25"
-93.25,44.25,"lat44.25lon-93.25"
-92.75,44.25,"lat44.25lon-92.75"
-91.75,44.25,"lat44.25lon-91.75"
-91.25,44.25,"lat44.25lon-91.25"
-90.25,44.25,"lat44.25lon-90.25"
-89.75,44.25,"lat44.25lon-89.75"
-88.75,44.25,"lat44.25lon-88.75"
-88.25,44.25,"lat44.25lon-88.25"
-85.75,44.25,"lat44.25lon-85.75"
-85.25,44.25,"lat44.25lon-85.25"
-84.25,44.25,"lat44.25lon-84.25"
-83.75,44.25,"lat44.25lon-83.75"
-81.25,44.25,"lat44.25lon-81.25"
-80.75,44.25,"lat44.25lon-80.75"
-79.75,44.25,"lat44.25lon-79.75"
-79.25,44.25,"lat44.25lon-79.25"
-76.25,44.25,"lat44.25lon-76.25"
-75.25,44.25,"lat44.25lon-75.25"
-74.75,44.25,"lat44.25lon-74.75"
-73.75,44.25,"lat44.25lon-73.75"
-73.25,44.25,"lat44.25lon-73.25"
-72.25,44.25,"lat44.25lon-72.25"
-71.75,44.25,"lat44.25lon-71.75"
-70.75,44.25,"lat44.25lon-70.75"
-70.25,44.25,"lat44.25lon-70.25"
-99.75,44.75,"lat44.75lon-99.75"
-98.75,44.75,"lat44.75lon-98.75"
-97.75,44.75,"lat44.75lon-97.75"
-96.75,44.75,"lat44.75lon-96.75"
-95.75,44.75,"lat44.75lon-95.75"
-94.75,44.75,"lat44.75lon-94.75"
-93.75,44.75,"lat44.75lon-93.75"
-92.75,44.75,"lat44.75lon-92.75"
-91.75,44.75,"lat44.75lon-91.75"
-90.75,44.75,"lat44.75lon-90.75"
-89.75,44.75,"lat44.75lon-89.75"
-88.75,44.75,"lat44.75lon-88.75"
-87.75,44.75,"lat44.75lon-87.75"
-85.75,44.75,"lat44.75lon-85.75"
-84.75,44.75,"lat44.75lon-84.75"
-83.75,44.75,"lat44.75lon-83.75"
-80.75,44.75,"lat44.75lon-80.75"
-79.75,44.75,"lat44.75lon-79.75"
-78.75,44.75,"lat44.75lon-78.75"
-77.75,44.75,"lat44.75lon-77.75"
-76.75,44.75,"lat44.75lon-76.75"
-75.75,44.75,"lat44.75lon-75.75"
-74.75,44.75,"lat44.75lon-74.75"
-73.75,44.75,"lat44.75lon-73.75"
-72.75,44.75,"lat44.75lon-72.75"
-71.75,44.75,"lat44.75lon-71.75"
-70.75,44.75,"lat44.75lon-70.75"
-69.75,44.75,"lat44.75lon-69.75"
-68.75,44.75,"lat44.75lon-68.75"
-64.75,44.75,"lat44.75lon-64.75"
-99.25,45.25,"lat45.25lon-99.25"
-98.75,45.25,"lat45.25lon-98.75"
-98.25,45.25,"lat45.25lon-98.25"
-97.75,45.25,"lat45.25lon-97.75"
-96.75,45.25,"lat45.25lon-96.75"
-96.25,45.25,"lat45.25lon-96.25"
-95.75,45.25,"lat45.25lon-95.75"
-95.25,45.25,"lat45.25lon-95.25"
-94.25,45.25,"lat45.25lon-94.25"
-93.75,45.25,"lat45.25lon-93.75"
-93.25,45.25,"lat45.25lon-93.25"
-92.75,45.25,"lat45.25lon-92.75"
-91.75,45.25,"lat45.25lon-91.75"
-91.25,45.25,"lat45.25lon-91.25"
-90.75,45.25,"lat45.25lon-90.75"
-90.25,45.25,"lat45.25lon-90.25"
-89.25,45.25,"lat45.25lon-89.25"
-88.75,45.25,"lat45.25lon-88.75"
-88.25,45.25,"lat45.25lon-88.25"
-87.75,45.25,"lat45.25lon-87.75"
-85.25,45.25,"lat45.25lon-85.25"
-84.25,45.25,"lat45.25lon-84.25"
-83.75,45.25,"lat45.25lon-83.75"
-79.25,45.25,"lat45.25lon-79.25"
-78.75,45.25,"lat45.25lon-78.75"
-78.25,45.25,"lat45.25lon-78.25"
-77.75,45.25,"lat45.25lon-77.75"
-76.75,45.25,"lat45.25lon-76.75"
-76.25,45.25,"lat45.25lon-76.25"
-75.75,45.25,"lat45.25lon-75.75"
-75.25,45.25,"lat45.25lon-75.25"
-74.25,45.25,"lat45.25lon-74.25"
-73.75,45.25,"lat45.25lon-73.75"
-73.25,45.25,"lat45.25lon-73.25"
-72.75,45.25,"lat45.25lon-72.75"
-71.75,45.25,"lat45.25lon-71.75"
-71.25,45.25,"lat45.25lon-71.25"
-70.75,45.25,"lat45.25lon-70.75"
-70.25,45.25,"lat45.25lon-70.25"
-69.25,45.25,"lat45.25lon-69.25"
-68.25,45.25,"lat45.25lon-68.25"
-67.75,45.25,"lat45.25lon-67.75"
-64.25,45.25,"lat45.25lon-64.25"
-63.75,45.25,"lat45.25lon-63.75"
-63.25,45.25,"lat45.25lon-63.25"
-62.75,45.25,"lat45.25lon-62.75"
-98.75,45.75,"lat45.75lon-98.75"
-97.75,45.75,"lat45.75lon-97.75"
-95.75,45.75,"lat45.75lon-95.75"
-94.75,45.75,"lat45.75lon-94.75"
-92.75,45.75,"lat45.75lon-92.75"
-91.75,45.75,"lat45.75lon-91.75"
-89.75,45.75,"lat45.75lon-89.75"
-88.75,45.75,"lat45.75lon-88.75"
-79.75,45.75,"lat45.75lon-79.75"
-77.75,45.75,"lat45.75lon-77.75"
-76.75,45.75,"lat45.75lon-76.75"
-74.75,45.75,"lat45.75lon-74.75"
-73.75,45.75,"lat45.75lon-73.75"
-71.75,45.75,"lat45.75lon-71.75"
-70.75,45.75,"lat45.75lon-70.75"
-68.75,45.75,"lat45.75lon-68.75"
-67.75,45.75,"lat45.75lon-67.75"
-65.75,45.75,"lat45.75lon-65.75"
-64.75,45.75,"lat45.75lon-64.75"
-62.75,45.75,"lat45.75lon-62.75"
-61.75,45.75,"lat45.75lon-61.75"
-99.75,46.25,"lat46.25lon-99.75"
-99.25,46.25,"lat46.25lon-99.25"
-98.25,46.25,"lat46.25lon-98.25"
-97.25,46.25,"lat46.25lon-97.25"
-96.75,46.25,"lat46.25lon-96.75"
-96.25,46.25,"lat46.25lon-96.25"
-95.25,46.25,"lat46.25lon-95.25"
-94.25,46.25,"lat46.25lon-94.25"
-93.75,46.25,"lat46.25lon-93.75"
-93.25,46.25,"lat46.25lon-93.25"
-92.25,46.25,"lat46.25lon-92.25"
-91.25,46.25,"lat46.25lon-91.25"
-90.75,46.25,"lat46.25lon-90.75"
-90.25,46.25,"lat46.25lon-90.25"
-89.25,46.25,"lat46.25lon-89.25"
-88.25,46.25,"lat46.25lon-88.25"
-87.75,46.25,"lat46.25lon-87.75"
-87.25,46.25,"lat46.25lon-87.25"
-82.25,46.25,"lat46.25lon-82.25"
-81.75,46.25,"lat46.25lon-81.75"
-80.25,46.25,"lat46.25lon-80.25"
-79.75,46.25,"lat46.25lon-79.75"
-79.25,46.25,"lat46.25lon-79.25"
-78.75,46.25,"lat46.25lon-78.75"
-78.25,46.25,"lat46.25lon-78.25"
-77.25,46.25,"lat46.25lon-77.25"
-76.25,46.25,"lat46.25lon-76.25"
-75.75,46.25,"lat46.25lon-75.75"
-75.25,46.25,"lat46.25lon-75.25"
-74.75,46.25,"lat46.25lon-74.75"
-74.25,46.25,"lat46.25lon-74.25"
-73.25,46.25,"lat46.25lon-73.25"
-72.75,46.25,"lat46.25lon-72.75"
-72.25,46.25,"lat46.25lon-72.25"
-71.25,46.25,"lat46.25lon-71.25"
-70.25,46.25,"lat46.25lon-70.25"
-69.75,46.25,"lat46.25lon-69.75"
-69.25,46.25,"lat46.25lon-69.25"
-68.25,46.25,"lat46.25lon-68.25"
-67.25,46.25,"lat46.25lon-67.25"
-66.75,46.25,"lat46.25lon-66.75"
-66.25,46.25,"lat46.25lon-66.25"
-65.25,46.25,"lat46.25lon-65.25"
-64.75,46.25,"lat46.25lon-64.75"
-64.25,46.25,"lat46.25lon-64.25"
-63.75,46.25,"lat46.25lon-63.75"
-63.25,46.25,"lat46.25lon-63.25"
-99.75,46.75,"lat46.75lon-99.75"
-98.75,46.75,"lat46.75lon-98.75"
-97.75,46.75,"lat46.75lon-97.75"
-96.75,46.75,"lat46.75lon-96.75"
-95.75,46.75,"lat46.75lon-95.75"
-94.75,46.75,"lat46.75lon-94.75"
-93.75,46.75,"lat46.75lon-93.75"
-92.75,46.75,"lat46.75lon-92.75"
-91.75,46.75,"lat46.75lon-91.75"
-90.75,46.75,"lat46.75lon-90.75"
-89.75,46.75,"lat46.75lon-89.75"
-88.75,46.75,"lat46.75lon-88.75"
-87.75,46.75,"lat46.75lon-87.75"
-85.75,46.75,"lat46.75lon-85.75"
-83.75,46.75,"lat46.75lon-83.75"
-82.75,46.75,"lat46.75lon-82.75"
-81.75,46.75,"lat46.75lon-81.75"
-80.75,46.75,"lat46.75lon-80.75"
-79.75,46.75,"lat46.75lon-79.75"
-78.75,46.75,"lat46.75lon-78.75"
-77.75,46.75,"lat46.75lon-77.75"
-76.75,46.75,"lat46.75lon-76.75"
-75.75,46.75,"lat46.75lon-75.75"
-74.75,46.75,"lat46.75lon-74.75"
-73.75,46.75,"lat46.75lon-73.75"
-72.75,46.75,"lat46.75lon-72.75"
-71.75,46.75,"lat46.75lon-71.75"
-70.75,46.75,"lat46.75lon-70.75"
-69.75,46.75,"lat46.75lon-69.75"
-68.75,46.75,"lat46.75lon-68.75"
-67.75,46.75,"lat46.75lon-67.75"
-66.75,46.75,"lat46.75lon-66.75"
-65.75,46.75,"lat46.75lon-65.75"
-64.75,46.75,"lat46.75lon-64.75"
-60.75,46.75,"lat46.75lon-60.75"
-99.25,47.25,"lat47.25lon-99.25"
-98.75,47.25,"lat47.25lon-98.75"
-97.75,47.25,"lat47.25lon-97.75"
-97.25,47.25,"lat47.25lon-97.25"
-96.25,47.25,"lat47.25lon-96.25"
-95.75,47.25,"lat47.25lon-95.75"
-94.75,47.25,"lat47.25lon-94.75"
-94.25,47.25,"lat47.25lon-94.25"
-93.25,47.25,"lat47.25lon-93.25"
-92.75,47.25,"lat47.25lon-92.75"
-91.75,47.25,"lat47.25lon-91.75"
-91.25,47.25,"lat47.25lon-91.25"
-88.25,47.25,"lat47.25lon-88.25"
-84.25,47.25,"lat47.25lon-84.25"
-83.75,47.25,"lat47.25lon-83.75"
-82.75,47.25,"lat47.25lon-82.75"
-82.25,47.25,"lat47.25lon-82.25"
-81.25,47.25,"lat47.25lon-81.25"
-80.75,47.25,"lat47.25lon-80.75"
-79.75,47.25,"lat47.25lon-79.75"
-79.25,47.25,"lat47.25lon-79.25"
-78.25,47.25,"lat47.25lon-78.25"
-77.75,47.25,"lat47.25lon-77.75"
-76.75,47.25,"lat47.25lon-76.75"
-76.25,47.25,"lat47.25lon-76.25"
-75.25,47.25,"lat47.25lon-75.25"
-74.75,47.25,"lat47.25lon-74.75"
-73.75,47.25,"lat47.25lon-73.75"
-73.25,47.25,"lat47.25lon-73.25"
-72.25,47.25,"lat47.25lon-72.25"
-71.75,47.25,"lat47.25lon-71.75"
-70.75,47.25,"lat47.25lon-70.75"
-70.25,47.25,"lat47.25lon-70.25"
-69.25,47.25,"lat47.25lon-69.25"
-68.75,47.25,"lat47.25lon-68.75"
-67.75,47.25,"lat47.25lon-67.75"
-67.25,47.25,"lat47.25lon-67.25"
-66.25,47.25,"lat47.25lon-66.25"
-65.75,47.25,"lat47.25lon-65.75"
-98.75,47.75,"lat47.75lon-98.75"
-97.75,47.75,"lat47.75lon-97.75"
-96.75,47.75,"lat47.75lon-96.75"
-95.75,47.75,"lat47.75lon-95.75"
-93.75,47.75,"lat47.75lon-93.75"
-92.75,47.75,"lat47.75lon-92.75"
-91.75,47.75,"lat47.75lon-91.75"
-83.75,47.75,"lat47.75lon-83.75"
-82.75,47.75,"lat47.75lon-82.75"
-81.75,47.75,"lat47.75lon-81.75"
-80.75,47.75,"lat47.75lon-80.75"
-78.75,47.75,"lat47.75lon-78.75"
-77.75,47.75,"lat47.75lon-77.75"
-76.75,47.75,"lat47.75lon-76.75"
-75.75,47.75,"lat47.75lon-75.75"
-73.75,47.75,"lat47.75lon-73.75"
-72.75,47.75,"lat47.75lon-72.75"
-71.75,47.75,"lat47.75lon-71.75"
-70.75,47.75,"lat47.75lon-70.75"
-68.75,47.75,"lat47.75lon-68.75"
-67.75,47.75,"lat47.75lon-67.75"
-66.75,47.75,"lat47.75lon-66.75"
-65.75,47.75,"lat47.75lon-65.75"
-99.75,48.25,"lat48.25lon-99.75"
-99.25,48.25,"lat48.25lon-99.25"
-98.25,48.25,"lat48.25lon-98.25"
-97.25,48.25,"lat48.25lon-97.25"
-96.75,48.25,"lat48.25lon-96.75"
-96.25,48.25,"lat48.25lon-96.25"
-95.25,48.25,"lat48.25lon-95.25"
-94.75,48.25,"lat48.25lon-94.75"
-94.25,48.25,"lat48.25lon-94.25"
-93.75,48.25,"lat48.25lon-93.75"
-93.25,48.25,"lat48.25lon-93.25"
-92.25,48.25,"lat48.25lon-92.25"
-91.25,48.25,"lat48.25lon-91.25"
-90.75,48.25,"lat48.25lon-90.75"
-90.25,48.25,"lat48.25lon-90.25"
-84.75,48.25,"lat48.25lon-84.75"
-84.25,48.25,"lat48.25lon-84.25"
-83.25,48.25,"lat48.25lon-83.25"
-82.25,48.25,"lat48.25lon-82.25"
-81.75,48.25,"lat48.25lon-81.75"
-81.25,48.25,"lat48.25lon-81.25"
-80.25,48.25,"lat48.25lon-80.25"
-79.75,48.25,"lat48.25lon-79.75"
-79.25,48.25,"lat48.25lon-79.25"
-78.75,48.25,"lat48.25lon-78.75"
-78.25,48.25,"lat48.25lon-78.25"
-77.25,48.25,"lat48.25lon-77.25"
-76.25,48.25,"lat48.25lon-76.25"
-75.75,48.25,"lat48.25lon-75.75"
-75.25,48.25,"lat48.25lon-75.25"
-74.75,48.25,"lat48.25lon-74.75"
-74.25,48.25,"lat48.25lon-74.25"
-73.25,48.25,"lat48.25lon-73.25"
-72.75,48.25,"lat48.25lon-72.75"
-72.25,48.25,"lat48.25lon-72.25"
-71.25,48.25,"lat48.25lon-71.25"
-70.25,48.25,"lat48.25lon-70.25"
-69.75,48.25,"lat48.25lon-69.75"
-68.25,48.25,"lat48.25lon-68.25"
-67.25,48.25,"lat48.25lon-67.25"
-66.75,48.25,"lat48.25lon-66.75"
-66.25,48.25,"lat48.25lon-66.25"
-65.25,48.25,"lat48.25lon-65.25"
-98.75,48.75,"lat48.75lon-98.75"
-97.75,48.75,"lat48.75lon-97.75"
-95.75,48.75,"lat48.75lon-95.75"
-94.75,48.75,"lat48.75lon-94.75"
-92.75,48.75,"lat48.75lon-92.75"
-91.75,48.75,"lat48.75lon-91.75"
-89.75,48.75,"lat48.75lon-89.75"
-85.75,48.75,"lat48.75lon-85.75"
-83.75,48.75,"lat48.75lon-83.75"
-82.75,48.75,"lat48.75lon-82.75"
-80.75,48.75,"lat48.75lon-80.75"
-79.75,48.75,"lat48.75lon-79.75"
-77.75,48.75,"lat48.75lon-77.75"
-76.75,48.75,"lat48.75lon-76.75"
-74.75,48.75,"lat48.75lon-74.75"
-73.75,48.75,"lat48.75lon-73.75"
-71.75,48.75,"lat48.75lon-71.75"
-70.75,48.75,"lat48.75lon-70.75"
-67.75,48.75,"lat48.75lon-67.75"
-65.75,48.75,"lat48.75lon-65.75"
-64.75,48.75,"lat48.75lon-64.75"
-99.75,49.25,"lat49.25lon-99.75"
-99.25,49.25,"lat49.25lon-99.25"
-98.25,49.25,"lat49.25lon-98.25"
-97.25,49.25,"lat49.25lon-97.25"
-96.75,49.25,"lat49.25lon-96.75"
-96.25,49.25,"lat49.25lon-96.25"
-95.25,49.25,"lat49.25lon-95.25"
-94.25,49.25,"lat49.25lon-94.25"
-93.75,49.25,"lat49.25lon-93.75"
-93.25,49.25,"lat49.25lon-93.25"
-92.25,49.25,"lat49.25lon-92.25"
-91.25,49.25,"lat49.25lon-91.25"
-90.75,49.25,"lat49.25lon-90.75"
-90.25,49.25,"lat49.25lon-90.25"
-89.75,49.25,"lat49.25lon-89.75"
-89.25,49.25,"lat49.25lon-89.25"
-88.25,49.25,"lat49.25lon-88.25"
-87.25,49.25,"lat49.25lon-87.25"
-86.25,49.25,"lat49.25lon-86.25"
-85.25,49.25,"lat49.25lon-85.25"
-84.75,49.25,"lat49.25lon-84.75"
-84.25,49.25,"lat49.25lon-84.25"
-83.25,49.25,"lat49.25lon-83.25"
-82.25,49.25,"lat49.25lon-82.25"
-81.75,49.25,"lat49.25lon-81.75"
-81.25,49.25,"lat49.25lon-81.25"
-80.25,49.25,"lat49.25lon-80.25"
-79.75,49.25,"lat49.25lon-79.75"
-79.25,49.25,"lat49.25lon-79.25"
-78.75,49.25,"lat49.25lon-78.75"
-78.25,49.25,"lat49.25lon-78.25"
-77.25,49.25,"lat49.25lon-77.25"
-76.25,49.25,"lat49.25lon-76.25"
-75.75,49.25,"lat49.25lon-75.75"
-75.25,49.25,"lat49.25lon-75.25"
-74.75,49.25,"lat49.25lon-74.75"
-74.25,49.25,"lat49.25lon-74.25"
-73.25,49.25,"lat49.25lon-73.25"
-72.75,49.25,"lat49.25lon-72.75"
-72.25,49.25,"lat49.25lon-72.25"
-71.25,49.25,"lat49.25lon-71.25"
-70.25,49.25,"lat49.25lon-70.25"
-69.75,49.25,"lat49.25lon-69.75"
-69.25,49.25,"lat49.25lon-69.25"
-65.25,49.25,"lat49.25lon-65.25"
-99.75,49.75,"lat49.75lon-99.75"
-98.75,49.75,"lat49.75lon-98.75"
-97.75,49.75,"lat49.75lon-97.75"
-96.75,49.75,"lat49.75lon-96.75"
-95.75,49.75,"lat49.75lon-95.75"
-93.75,49.75,"lat49.75lon-93.75"
-92.75,49.75,"lat49.75lon-92.75"
-91.75,49.75,"lat49.75lon-91.75"
-90.75,49.75,"lat49.75lon-90.75"
-89.75,49.75,"lat49.75lon-89.75"
-87.75,49.75,"lat49.75lon-87.75"
-86.75,49.75,"lat49.75lon-86.75"
-85.75,49.75,"lat49.75lon-85.75"
-84.75,49.75,"lat49.75lon-84.75"
-83.75,49.75,"lat49.75lon-83.75"
-82.75,49.75,"lat49.75lon-82.75"
-81.75,49.75,"lat49.75lon-81.75"
-80.75,49.75,"lat49.75lon-80.75"
-79.75,49.75,"lat49.75lon-79.75"
-78.75,49.75,"lat49.75lon-78.75"
-77.75,49.75,"lat49.75lon-77.75"
-76.75,49.75,"lat49.75lon-76.75"
-75.75,49.75,"lat49.75lon-75.75"
-74.75,49.75,"lat49.75lon-74.75"
-73.75,49.75,"lat49.75lon-73.75"
-72.75,49.75,"lat49.75lon-72.75"
-71.75,49.75,"lat49.75lon-71.75"
-70.75,49.75,"lat49.75lon-70.75"
-69.75,49.75,"lat49.75lon-69.75"
-68.75,49.75,"lat49.75lon-68.75"
-67.75,49.75,"lat49.75lon-67.75"
